product_id,realm,tag,score,basis,rationale,generated_at
saeco-cf-xelsis-suprema-sm8889,ECONOMIC,Price tier: premium within category,10.0,RULE_DERIVED,Percentile rank 100% among 3 priced siblings in this category (min observed price €1569-equivalent).,2026-08-27
philips-hs-hsp5300-01,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 1 priced siblings in this category (min observed price €249-equivalent).,2026-08-27
philips-pet-paw3210-02,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 2 priced siblings in this category (min observed price €44.99-equivalent).,2026-08-27
philips-pet-paw5320-02,ECONOMIC,Price tier: premium within category,10.0,RULE_DERIVED,Percentile rank 100% among 2 priced siblings in this category (min observed price €149.99-equivalent).,2026-08-27
philips-garden-rsl3000-10,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 1 priced siblings in this category (min observed price €999.99-equivalent).,2026-08-27
walita-af-ri9270-90,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 4 priced siblings in this category (min observed price €599.9-equivalent).,2026-08-27
walita-af-ai551-09,ECONOMIC,Price tier: entry within category,4.7,RULE_DERIVED,Percentile rank 33% among 4 priced siblings in this category (min observed price €739.9-equivalent).,2026-08-27
walita-af-na150-00,ECONOMIC,Price tier: mid within category,7.3,RULE_DERIVED,Percentile rank 67% among 4 priced siblings in this category (min observed price €849.9-equivalent).,2026-08-27
walita-cf-ep4441-53,ECONOMIC,Price tier: premium within category,10.0,RULE_DERIVED,Percentile rank 100% among 4 priced siblings in this category (min observed price €4799.9-equivalent).,2026-08-27
walita-vac-xc2011-01,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 1 priced siblings in this category (min observed price €1099.9-equivalent).,2026-08-27
walita-hum-hu1510-04,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 1 priced siblings in this category (min observed price €479.9-equivalent).,2026-08-27
philips-af-na352-00,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 3 priced siblings in this category (min observed price €130-equivalent).,2026-08-27
philips-af-na555-00,ECONOMIC,Price tier: mid within category,6.0,RULE_DERIVED,Percentile rank 50% among 3 priced siblings in this category (min observed price €193.8-equivalent).,2026-08-27
philips-af-hd9880-90,ECONOMIC,Price tier: premium within category,10.0,RULE_DERIVED,Percentile rank 100% among 3 priced siblings in this category (min observed price €399-equivalent).,2026-08-27
philips-bl-hr2767-00,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 1 priced siblings in this category (min observed price €89-equivalent).,2026-08-27
philips-bf-hd9365-10,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 1 priced siblings in this category (min observed price €47.28-equivalent).,2026-08-27
philips-fc-xu7100-01,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 2 priced siblings in this category (min observed price €450-equivalent).,2026-08-27
philips-fc-xw9383-01,ECONOMIC,Price tier: premium within category,10.0,RULE_DERIVED,Percentile rank 100% among 2 priced siblings in this category (min observed price €577-equivalent).,2026-08-27
philips-gc-gc215-20,ECONOMIC,Price tier: entry within category,2.0,RULE_DERIVED,Percentile rank 0% among 2 priced siblings in this category (min observed price €164-equivalent).,2026-08-27
philips-gc-gc9650-80,ECONOMIC,Price tier: premium within category,10.0,RULE_DERIVED,Percentile rank 100% among 2 priced siblings in this category (min observed price €249-equivalent).,2026-08-27
preethi-mg-zodiac-mg218,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-zodiac-mg218,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-zodiac-mg218,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-zodiac-mg218,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-zodiac-mg218,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-mg-zodiac-mg218,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-mg-zodiac-mg218,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-mg-zodiac-mg218,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-mg-zodiac-mg218,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac-mg218,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac-mg218,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac-mg218,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac2-mg255,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-zodiac2-mg255,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-zodiac2-mg255,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-zodiac2-mg255,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-zodiac2-mg255,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-mg-zodiac2-mg255,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-mg-zodiac2-mg255,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-mg-zodiac2-mg255,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-mg-zodiac2-mg255,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac2-mg255,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac2-mg255,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-zodiac2-mg255,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-blueleaf-mg281,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-blueleaf-mg281,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-blueleaf-mg281,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-blueleaf-mg281,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-blueleaf-mg281,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-mg-blueleaf-mg281,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-mg-blueleaf-mg281,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-mg-blueleaf-mg281,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-mg-blueleaf-mg281,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-blueleaf-mg281,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-blueleaf-mg281,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-blueleaf-mg281,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-diamond-mg214,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-diamond-mg214,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-diamond-mg214,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-diamond-mg214,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-diamond-mg214,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-mg-diamond-mg214,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-mg-diamond-mg214,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-mg-diamond-mg214,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-mg-diamond-mg214,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-diamond-mg214,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-diamond-mg214,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-diamond-mg214,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-ecoplus-mg138,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-ecoplus-mg138,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Mixer Grinders' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-mg-ecoplus-mg138,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-ecoplus-mg138,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-mg-ecoplus-mg138,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-mg-ecoplus-mg138,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-mg-ecoplus-mg138,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-mg-ecoplus-mg138,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-mg-ecoplus-mg138,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-ecoplus-mg138,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-ecoplus-mg138,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-mg-ecoplus-mg138,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Mixer Grinders' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-glamsteel-3b,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Gas Stoves' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-gs-glamsteel-3b,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Gas Stoves' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-gs-glamsteel-3b,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-gs-glamsteel-3b,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-gs-glamsteel-3b,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-gs-glamsteel-3b,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-gs-glamsteel-3b,MAINTENANCE,Ownership touch/maintenance burden,5,ESTIMATED_JUDGMENT,"Category baseline 4/10, +1 for observed consumable/coating/certification specs.",2026-08-27
preethi-gs-glamsteel-3b,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-gs-glamsteel-3b,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-glamsteel-3b,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-glamsteel-3b,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-glamsteel-3b,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-silverin-2b,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Gas Stoves' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-gs-silverin-2b,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Gas Stoves' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-gs-silverin-2b,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-gs-silverin-2b,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-gs-silverin-2b,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-gs-silverin-2b,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-gs-silverin-2b,MAINTENANCE,Ownership touch/maintenance burden,6,ESTIMATED_JUDGMENT,"Category baseline 4/10, +2 for observed consumable/coating/certification specs.",2026-08-27
preethi-gs-silverin-2b,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-gs-silverin-2b,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-silverin-2b,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-silverin-2b,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-silverin-2b,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-valentino-gts121,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Gas Stoves' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-gs-valentino-gts121,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Gas Stoves' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-gs-valentino-gts121,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-gs-valentino-gts121,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-gs-valentino-gts121,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-gs-valentino-gts121,INTELLIGENCE,Unclassified,3,ESTIMATED_JUDGMENT,No spec data available for this SKU or its family to classify from.,2026-08-27
preethi-gs-valentino-gts121,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-gs-valentino-gts121,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-gs-valentino-gts121,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-valentino-gts121,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-valentino-gts121,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-gs-valentino-gts121,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Gas Stoves' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-ic-ic125,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Induction Cooktops' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-ic-ic125,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Induction Cooktops' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-ic-ic125,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-ic-ic125,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-ic-ic125,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-ic-ic125,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
preethi-ic-ic125,MAINTENANCE,Ownership touch/maintenance burden,4,ESTIMATED_JUDGMENT,Category baseline 4/10.,2026-08-27
preethi-ic-ic125,LIFECYCLE,Current,10,RULE_DERIVED,Directly observed current_status field: CURRENT.,2026-08-27
preethi-ic-ic125,USER_JOB,Cook meals faster,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Induction Cooktops' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-ic-ic125,USER_JOB,Reduce oil/fat in cooking,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Induction Cooktops' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-ic-ic125,NEED,health-conscious eating,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Induction Cooktops' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-ic-ic125,NEED,time saving,6,CANDIDATE,"Inherited from category-level behavior fabric for 'Induction Cooktops' -- AI-proposed, not consumer-evidence-backed for this exact SKU.",2026-08-27
preethi-ic-ic116,SPACE,Kitchen,10,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Induction Cooktops' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-ic-ic116,SPACE,Living,2,ESTIMATED_JUDGMENT,"Typical primary-use zone for the 'Induction Cooktops' category (rule-based estimate per world, not measured per-household).",2026-08-27
preethi-ic-ic116,MEDIUM,Food,10,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-ic-ic116,MEDIUM,Digital Information,2,ESTIMATED_JUDGMENT,Typical phenomenon/substrate this category acts on (rule-based estimate per world).,2026-08-27
preethi-ic-ic116,CAPABILITY,Food Preparation,10,ESTIMATED_JUDGMENT,Category-definitional primary function.,2026-08-27
preethi-ic-ic116,INTELLIGENCE,Manual,3,RULE_DERIVED,No sensor/connectivity/adaptive spec observed on this SKU.,2026-08-27
