label_id,label_type,canonical_name,definition,scope,status,source_ids,rule_id,confidence_state,notes
FLOOR_FRIC_2,FRICTION,navigation errors,Candidate friction: navigation errors,FLOOR,CANDIDATE,,,LOW,
FLOOR_FRIC_3,FRICTION,noise,Candidate friction: noise,FLOOR,CANDIDATE,,,LOW,
FLOOR_FRIC_4,FRICTION,cost of consumables (bags/filters),Candidate friction: cost of consumables (bags/filters),FLOOR,CANDIDATE,,,LOW,
FLOOR_OUT_0,OUTCOME,cleaner floors with less manual work,Candidate outcome: cleaner floors with less manual work,FLOOR,CANDIDATE,,,LOW,
FLOOR_OUT_1,OUTCOME,more free time,Candidate outcome: more free time,FLOOR,CANDIDATE,,,LOW,
FLOOR_OUT_2,OUTCOME,reduced allergen/dust levels,Candidate outcome: reduced allergen/dust levels,FLOOR,CANDIDATE,,,LOW,
FLOOR_OUT_3,OUTCOME,consistent upkeep,Candidate outcome: consistent upkeep,FLOOR,CANDIDATE,,,LOW,
GARMENT_JOB_0,USER_JOB,De-wrinkle clothes quickly,Candidate user job: De-wrinkle clothes quickly,GARMENT,CANDIDATE,,,LOW,
GARMENT_JOB_1,USER_JOB,Avoid ironing board hassle,Candidate user job: Avoid ironing board hassle,GARMENT,CANDIDATE,,,LOW,
GARMENT_JOB_2,USER_JOB,Refresh clothes without washing,Candidate user job: Refresh clothes without washing,GARMENT,CANDIDATE,,,LOW,
GARMENT_JOB_3,USER_JOB,Prepare clothes for the day or an event,Candidate user job: Prepare clothes for the day or an event,GARMENT,CANDIDATE,,,LOW,
GARMENT_JOB_4,USER_JOB,Care for delicate fabrics safely,Candidate user job: Care for delicate fabrics safely,GARMENT,CANDIDATE,,,LOW,
GARMENT_NEED_0,NEED,time saving,Candidate need: time saving,GARMENT,CANDIDATE,,,LOW,
GARMENT_NEED_1,NEED,low effort,Candidate need: low effort,GARMENT,CANDIDATE,,,LOW,
GARMENT_NEED_2,NEED,fabric safety / no-burn trust,Candidate need: fabric safety / no-burn trust,GARMENT,CANDIDATE,,,LOW,
GARMENT_NEED_3,NEED,convenience,Candidate need: convenience,GARMENT,CANDIDATE,,,LOW,
GARMENT_NEED_4,NEED,presentable appearance,Candidate need: presentable appearance,GARMENT,CANDIDATE,,,LOW,
GARMENT_CTX_0,CONTEXT,before work,Candidate context: before work,GARMENT,CANDIDATE,,,LOW,
GARMENT_CTX_1,CONTEXT,before events,Candidate context: before events,GARMENT,CANDIDATE,,,LOW,
GARMENT_CTX_2,CONTEXT,post-travel unpacking,Candidate context: post-travel unpacking,GARMENT,CANDIDATE,,,LOW,
GARMENT_CTX_3,CONTEXT,laundry day,Candidate context: laundry day,GARMENT,CANDIDATE,,,LOW,
GARMENT_CTX_4,CONTEXT,delicate fabric care,Candidate context: delicate fabric care,GARMENT,CANDIDATE,,,LOW,
GARMENT_TRIG_0,TRIGGER,wrinkled clothing noticed,Candidate trigger: wrinkled clothing noticed,GARMENT,CANDIDATE,,,LOW,
GARMENT_TRIG_1,TRIGGER,event or meeting,Candidate trigger: event or meeting,GARMENT,CANDIDATE,,,LOW,
GARMENT_TRIG_2,TRIGGER,returning from travel,Candidate trigger: returning from travel,GARMENT,CANDIDATE,,,LOW,
GARMENT_TRIG_3,TRIGGER,laundry basket full,Candidate trigger: laundry basket full,GARMENT,CANDIDATE,,,LOW,
GARMENT_BEH_0,BEHAVIOR,refills water tank,Candidate behavior: refills water tank,GARMENT,CANDIDATE,,,LOW,
GARMENT_BEH_1,BEHAVIOR,waits for heat-up,Candidate behavior: waits for heat-up,GARMENT,CANDIDATE,,,LOW,
GARMENT_BEH_2,BEHAVIOR,irons/steams on hanger or board,Candidate behavior: irons/steams on hanger or board,GARMENT,CANDIDATE,,,LOW,
GARMENT_BEH_3,BEHAVIOR,descales occasionally,Candidate behavior: descales occasionally,GARMENT,CANDIDATE,,,LOW,
GARMENT_BEH_4,BEHAVIOR,stores device between uses,Candidate behavior: stores device between uses,GARMENT,CANDIDATE,,,LOW,
GARMENT_FRIC_0,FRICTION,water tank refilling,Candidate friction: water tank refilling,GARMENT,CANDIDATE,,,LOW,
GARMENT_FRIC_1,FRICTION,descaling,Candidate friction: descaling,GARMENT,CANDIDATE,,,LOW,
GARMENT_FRIC_2,FRICTION,heat-up wait time,Candidate friction: heat-up wait time,GARMENT,CANDIDATE,,,LOW,
